image,pair_id,x1,y1,x2,y2,width,height,area
bright_0049_top_20250704_t1.png,1,58,11,122,109,64,98,6272
bright_0049_top_20250704_t1.png,2,472,143,543,257,71,114,8094
bright_0049_top_20250704_t1.png,3,24,48,92,145,68,97,6596
bright_0049_top_20250704_t1.png,4,520,508,610,619,90,111,9990
bright_0049_top_20250704_t1.png,5,526,312,599,420,73,108,7884
bright_0049_top_20250704_t1.png,6,378,42,443,114,65,72,4680
bright_0049_top_20250704_t1.png,7,348,4,407,73,59,69,4071
bright_0049_top_20250704_t1.png,8,0,88,64,195,64,107,6848
bright_0049_top_20250704_t1.png,9,177,328,215,475,38,147,5586
bright_0049_top_20250704_t1.png,10,116,352,155,496,39,144,5616
bright_0049_top_20250704_t1.png,11,418,73,474,143,56,70,3920
bright_0049_top_20250704_t1.png,12,64,355,103,497,39,142,5538
bright_0049_top_20250704_t1.png,13,506,234,582,337,76,103,7828
bright_0049_top_20250704_t1.png,14,237,305,276,450,39,145,5655
bright_0049_top_20250704_t1.png,15,323,1,358,43,35,42,1470
bright_0049_top_20250704_t1.png,16,0,476,31,557,31,81,2511
bright_0049_top_20250704_t1.png,17,483,601,568,639,85,38,3230
bright_0049_top_20250704_t1.png,18,482,598,542,639,60,41,2460
bright_0049_top_20250704_t1.png,19,0,183,17,242,17,59,1003
bright_0049_top_20250704_t1.png,20,484,613,592,639,108,26,2808
