image,pair_id,x1,y1,x2,y2,width,height,area
blue_filtered_0001_top_20250630_t0.jpg,1,157,185,240,257,83,72,5976
blue_filtered_0001_top_20250630_t0.jpg,2,72,150,152,220,80,70,5600
blue_filtered_0001_top_20250630_t0.jpg,3,249,224,322,292,73,68,4964
blue_filtered_0001_top_20250630_t0.jpg,4,368,222,432,282,64,60,3840
blue_filtered_0001_top_20250630_t0.jpg,5,20,275,77,332,57,57,3249
blue_filtered_0001_top_20250630_t0.jpg,6,127,469,157,576,30,107,3210
blue_filtered_0001_top_20250630_t0.jpg,7,328,422,357,536,29,114,3306
blue_filtered_0001_top_20250630_t0.jpg,8,0,118,73,188,73,70,5110
blue_filtered_0001_top_20250630_t0.jpg,9,250,436,279,531,29,95,2755
blue_filtered_0001_top_20250630_t0.jpg,10,168,472,194,564,26,92,2392
blue_filtered_0001_top_20250630_t0.jpg,11,291,439,319,536,28,97,2716
blue_filtered_0001_top_20250630_t0.jpg,12,211,454,240,559,29,105,3045
blue_filtered_0001_top_20250630_t0.jpg,13,191,474,215,559,24,85,2040
