image,pair_id,x1,y1,x2,y2,width,height,area
blurred_0017_top_20250630_t0.jpg,1,442,263,489,361,47,98,4606
blurred_0017_top_20250630_t0.jpg,2,590,0,640,72,50,72,3600
blurred_0017_top_20250630_t0.jpg,3,266,503,290,602,24,99,2376
blurred_0017_top_20250630_t0.jpg,4,6,79,39,202,33,123,4059
blurred_0017_top_20250630_t0.jpg,5,58,461,89,578,31,117,3627
blurred_0017_top_20250630_t0.jpg,6,226,490,250,608,24,118,2832
blurred_0017_top_20250630_t0.jpg,7,19,438,48,576,29,138,4002
blurred_0017_top_20250630_t0.jpg,8,89,82,121,205,32,123,3936
blurred_0017_top_20250630_t0.jpg,9,0,450,7,584,7,134,938
blurred_0017_top_20250630_t0.jpg,10,0,448,13,585,13,137,1781
