image,pair_id,x1,y1,x2,y2,width,height,area
bright_s004_top_20250624_t1.jpg,1,349,189,400,227,51,38,1938
bright_s004_top_20250624_t1.jpg,2,343,97,397,133,54,36,1944
bright_s004_top_20250624_t1.jpg,3,210,0,267,36,57,36,2052
bright_s004_top_20250624_t1.jpg,4,202,235,258,275,56,40,2240
bright_s004_top_20250624_t1.jpg,5,468,500,496,606,28,106,2968
bright_s004_top_20250624_t1.jpg,6,358,146,397,177,39,31,1209
bright_s004_top_20250624_t1.jpg,7,534,520,567,635,33,115,3795
bright_s004_top_20250624_t1.jpg,8,528,379,561,489,33,110,3630
bright_s004_top_20250624_t1.jpg,9,561,169,587,264,26,95,2470
bright_s004_top_20250624_t1.jpg,10,502,165,526,260,24,95,2280
bright_s004_top_20250624_t1.jpg,11,352,56,392,85,40,29,1160
bright_s004_top_20250624_t1.jpg,12,462,371,489,481,27,110,2970
bright_s004_top_20250624_t1.jpg,13,495,375,523,481,28,106,2968
bright_s004_top_20250624_t1.jpg,14,588,382,623,487,35,105,3675
bright_s004_top_20250624_t1.jpg,15,346,12,391,43,45,31,1395
bright_s004_top_20250624_t1.jpg,16,618,182,639,262,21,80,1680
bright_s004_top_20250624_t1.jpg,17,351,0,396,7,45,7,315
