image,pair_id,x1,y1,x2,y2,width,height,area
blue_filtered_0009_top_20250707_t1.png,1,357,218,431,282,74,64,4736
blue_filtered_0009_top_20250707_t1.png,2,277,201,349,266,72,65,4680
blue_filtered_0009_top_20250707_t1.png,3,193,185,270,252,77,67,5159
blue_filtered_0009_top_20250707_t1.png,4,115,178,193,240,78,62,4836
blue_filtered_0009_top_20250707_t1.png,5,125,502,202,572,77,70,5390
blue_filtered_0009_top_20250707_t1.png,6,76,364,154,430,78,66,5148
blue_filtered_0009_top_20250707_t1.png,7,69,431,150,497,81,66,5346
blue_filtered_0009_top_20250707_t1.png,8,460,182,526,245,66,63,4158
blue_filtered_0009_top_20250707_t1.png,9,396,398,445,516,49,118,5782
blue_filtered_0009_top_20250707_t1.png,10,502,368,545,474,43,106,4558
blue_filtered_0009_top_20250707_t1.png,11,330,426,374,542,44,116,5104
blue_filtered_0009_top_20250707_t1.png,12,296,435,335,544,39,109,4251
blue_filtered_0009_top_20250707_t1.png,13,259,437,299,548,40,111,4440
blue_filtered_0009_top_20250707_t1.png,14,364,418,407,525,43,107,4601
