image,pair_id,x1,y1,x2,y2,width,height,area
bright_0017_top_20250630_t0.jpg,1,442,265,488,363,46,98,4508
bright_0017_top_20250630_t0.jpg,2,588,0,640,72,52,72,3744
bright_0017_top_20250630_t0.jpg,3,7,80,40,204,33,124,4092
bright_0017_top_20250630_t0.jpg,4,58,465,90,578,32,113,3616
bright_0017_top_20250630_t0.jpg,5,266,507,290,602,24,95,2280
bright_0017_top_20250630_t0.jpg,6,89,87,121,206,32,119,3808
bright_0017_top_20250630_t0.jpg,7,225,492,250,608,25,116,2900
bright_0017_top_20250630_t0.jpg,8,19,437,49,576,30,139,4170
bright_0017_top_20250630_t0.jpg,9,0,452,6,584,6,132,792
bright_0017_top_20250630_t0.jpg,10,0,443,11,576,11,133,1463
