image,pair_id,x1,y1,x2,y2,width,height,area
blurred_s004_top_20250624_t1.jpg,1,349,190,399,227,50,37,1850
blurred_s004_top_20250624_t1.jpg,2,344,97,397,131,53,34,1802
blurred_s004_top_20250624_t1.jpg,3,211,0,267,37,56,37,2072
blurred_s004_top_20250624_t1.jpg,4,469,500,495,606,26,106,2756
blurred_s004_top_20250624_t1.jpg,5,206,234,258,275,52,41,2132
blurred_s004_top_20250624_t1.jpg,6,536,519,565,634,29,115,3335
blurred_s004_top_20250624_t1.jpg,7,561,169,588,265,27,96,2592
blurred_s004_top_20250624_t1.jpg,8,359,146,397,175,38,29,1102
blurred_s004_top_20250624_t1.jpg,9,346,9,393,44,47,35,1645
blurred_s004_top_20250624_t1.jpg,10,529,378,558,484,29,106,3074
blurred_s004_top_20250624_t1.jpg,11,501,165,525,260,24,95,2280
blurred_s004_top_20250624_t1.jpg,12,462,374,489,482,27,108,2916
blurred_s004_top_20250624_t1.jpg,13,591,382,624,489,33,107,3531
blurred_s004_top_20250624_t1.jpg,14,496,376,522,479,26,103,2678
blurred_s004_top_20250624_t1.jpg,15,353,57,391,83,38,26,988
blurred_s004_top_20250624_t1.jpg,16,618,182,639,261,21,79,1659
