image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0016_top_20250630_t1.jpg,1,1460,735,1525,816,65,81,5265,415,66,462,126
0016_top_20250630_t1.jpg,2,1491,322,1559,379,68,57,3876,106,210,143,295
0016_top_20250630_t1.jpg,3,1437,196,1506,271,69,75,5175,10,358,70,431
0016_top_20250630_t1.jpg,4,1486,260,1550,313,64,53,3392,55,256,90,337
0016_top_20250630_t1.jpg,5,1293,209,1349,255,56,46,2576,66,575,98,640
0016_top_20250630_t1.jpg,6,1313,467,1388,531,75,64,4800,264,368,301,452
0016_top_20250630_t1.jpg,7,1503,386,1570,441,67,55,3685,156,162,189,245
0016_top_20250630_t1.jpg,8,1284,245,1355,294,71,49,3479,100,540,128,631
0016_top_20250630_t1.jpg,9,1296,283,1370,334,74,51,3774,128,496,156,591
0016_top_20250630_t1.jpg,10,1310,398,1373,445,63,47,2961,215,427,241,503
0016_top_20250630_t1.jpg,11,1304,544,1373,595,69,51,3519,322,348,348,429
0016_top_20250630_t1.jpg,12,1437,1020,1490,1092,53,72,3816,590,0,626,44
0016_top_20250630_t1.jpg,13,1306,585,1370,638,64,53,3392,350,332,378,402
0016_top_20250630_t1.jpg,14,1307,326,1363,370,56,44,2464,160,483,186,550
0016_top_20250630_t1.jpg,15,1310,360,1378,412,68,52,3536,185,441,215,523
0016_top_20250630_t1.jpg,16,1378,1041,1429,1099,51,58,2958,612,63,639,109
0016_top_20250630_t1.jpg,17,1261,1005,1423,1097,162,92,14904,612,71,639,257
