image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0029_top_20250704_t1.png,1,1297,1966,1823,3157,526,1191,626466,90,120,139,210
0029_top_20250704_t1.png,2,2402,4178,4041,8444,1639,4266,6991974,29,79,56,126
0029_top_20250704_t1.png,3,793,715,842,738,49,23,1127,572,555,599,598
0029_top_20250704_t1.png,4,1459,3281,2009,5380,550,2099,1154450,75,29,103,76
0029_top_20250704_t1.png,5,1024,1023,1127,1106,103,83,8549,285,391,314,441
0029_top_20250704_t1.png,6,1342,1798,1776,2626,434,828,359352,97,170,144,255
0029_top_20250704_t1.png,7,704,986,798,1066,94,80,7520,374,217,407,263
0029_top_20250704_t1.png,8,802,1000,901,1083,99,83,8217,344,270,376,318
0029_top_20250704_t1.png,9,902,1012,997,1090,95,78,7410,319,325,348,371
0029_top_20250704_t1.png,10,1247,1593,1657,2241,410,648,265680,114,200,169,283
0029_top_20250704_t1.png,11,866,1017,954,1092,88,75,6600,327,302,356,341
0029_top_20250704_t1.png,12,744,1002,831,1075,87,73,6351,362,234,390,278
0029_top_20250704_t1.png,13,851,1006,954,1093,103,87,8961,328,298,363,343
0029_top_20250704_t1.png,14,774,690,820,709,46,19,874,618,575,639,626
0029_top_20250704_t1.png,15,1351,1807,1651,2400,300,593,177900,112,172,143,254
0029_top_20250704_t1.png,16,1040,1033,1124,1102,84,69,5796,286,395,308,441
