image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0002_top_20250705_t0.png,1,856,848,929,923,73,75,5475,230,60,262,119
0002_top_20250705_t0.png,2,398,687,491,760,93,73,6789,474,128,511,181
0002_top_20250705_t0.png,3,433,854,520,920,87,66,5742,436,0,471,46
0002_top_20250705_t0.png,4,740,627,817,697,77,70,5390,318,242,352,298
0002_top_20250705_t0.png,5,358,435,449,508,91,73,6643,533,341,570,396
0002_top_20250705_t0.png,6,920,586,1001,662,81,76,6156,222,313,261,374
0002_top_20250705_t0.png,7,481,669,570,745,89,76,6764,438,154,474,211
0002_top_20250705_t0.png,8,1028,724,1109,804,81,80,6480,144,200,184,265
0002_top_20250705_t0.png,9,388,602,474,679,86,77,6622,495,194,528,253
0002_top_20250705_t0.png,10,555,331,637,404,82,73,5986,456,479,491,539
0002_top_20250705_t0.png,11,648,375,735,451,87,76,6612,397,456,436,518
0002_top_20250705_t0.png,12,573,398,653,472,80,74,5920,437,418,471,478
0002_top_20250705_t0.png,13,349,355,434,430,85,75,6375,554,408,587,469
0002_top_20250705_t0.png,14,809,601,886,677,77,76,5852,284,274,319,336
0002_top_20250705_t0.png,15,616,651,699,721,83,70,5810,376,198,412,251
0002_top_20250705_t0.png,16,847,594,928,666,81,72,5832,262,293,300,351
0002_top_20250705_t0.png,17,577,659,652,728,75,69,5175,399,184,430,237
0002_top_20250705_t0.png,18,449,421,528,492,79,71,5609,497,372,529,429
0002_top_20250705_t0.png,19,396,422,494,498,98,76,7448,513,359,554,416
0002_top_20250705_t0.png,20,515,322,602,398,87,76,6612,475,476,512,539
0002_top_20250705_t0.png,21,601,384,693,460,92,76,6992,418,438,459,498
0002_top_20250705_t0.png,22,1040,558,1116,630,76,72,5472,159,369,198,429
0002_top_20250705_t0.png,23,508,839,606,920,98,81,7938,396,12,436,70
0002_top_20250705_t0.png,24,598,826,691,903,93,77,7161,356,39,395,95
0002_top_20250705_t0.png,25,471,852,560,927,89,75,6675,417,0,452,54
0002_top_20250705_t0.png,26,554,831,643,911,89,80,7120,379,25,415,84
0002_top_20250705_t0.png,27,535,665,597,729,62,64,3968,426,173,450,224
0002_top_20250705_t0.png,28,482,415,573,487,91,72,6552,475,386,514,441
0002_top_20250705_t0.png,29,439,865,522,921,83,56,4648,433,0,468,37
0002_top_20250705_t0.png,30,527,409,613,480,86,71,6106,456,401,493,457
0002_top_20250705_t0.png,31,873,762,957,845,84,83,6972,225,134,263,200
0002_top_20250705_t0.png,32,427,341,517,414,90,73,6570,515,442,553,499
0002_top_20250705_t0.png,33,471,333,565,407,94,74,6956,492,459,533,517
0002_top_20250705_t0.png,34,681,808,757,882,76,74,5624,325,68,357,124
0002_top_20250705_t0.png,35,384,352,477,426,93,74,6882,533,422,572,479
0002_top_20250705_t0.png,36,1022,486,1103,561,81,75,6075,175,435,217,498
0002_top_20250705_t0.png,37,983,486,1065,561,82,75,6150,197,426,239,488
0002_top_20250705_t0.png,38,510,580,606,657,96,77,7392,433,238,474,295
0002_top_20250705_t0.png,39,530,658,610,729,80,71,5680,420,175,453,229
0002_top_20250705_t0.png,40,640,815,726,893,86,78,6708,340,53,376,112
0002_top_20250705_t0.png,41,880,517,950,583,70,66,4620,260,378,293,433
0002_top_20250705_t0.png,42,766,377,845,452,79,75,5925,337,482,374,545
0002_top_20250705_t0.png,43,594,566,683,639,89,73,6497,396,269,435,325
