image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0001_top_20250707_t0.png,1,909,475,940,541,31,66,2046,375,231,459,296
0001_top_20250707_t0.png,2,879,482,911,542,32,60,1920,375,165,451,232
0001_top_20250707_t0.png,3,942,474,975,537,33,63,2079,378,305,458,375
0001_top_20250707_t0.png,4,844,475,879,537,35,62,2170,384,86,463,159
0001_top_20250707_t0.png,5,1055,640,1081,698,26,58,1508,166,541,238,594
0001_top_20250707_t0.png,6,990,639,1019,701,29,62,1798,165,399,243,457
0001_top_20250707_t0.png,7,975,471,1004,534,29,63,1827,380,381,460,439
0001_top_20250707_t0.png,8,1008,469,1036,530,28,61,1708,384,454,461,511
0001_top_20250707_t0.png,9,930,641,961,709,31,68,2108,158,265,243,328
0001_top_20250707_t0.png,10,1042,465,1074,535,32,70,2240,375,530,465,594
0001_top_20250707_t0.png,11,978,541,1035,570,57,29,1653,334,381,368,505
0001_top_20250707_t0.png,12,806,467,816,528,10,61,610,398,0,477,19
0001_top_20250707_t0.png,13,1084,468,1095,535,11,67,737,373,624,459,640
