image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0017_top_20250624_t1.jpg,1,112,784,152,855,40,71,2840,147,105,172,198
0017_top_20250624_t1.jpg,2,-39,942,13,1018,52,76,3952,0,312,31,430
0017_top_20250624_t1.jpg,3,78,943,127,1014,49,71,3479,99,327,133,436
0017_top_20250624_t1.jpg,4,302,779,332,843,30,64,1920,297,116,320,200
0017_top_20250624_t1.jpg,5,70,780,113,859,43,79,3397,115,97,140,200
0017_top_20250624_t1.jpg,6,40,942,87,1013,47,71,3337,67,320,97,430
0017_top_20250624_t1.jpg,7,120,1015,167,1074,47,59,2773,126,446,161,544
0017_top_20250624_t1.jpg,8,227,775,266,857,39,82,3198,238,105,265,212
0017_top_20250624_t1.jpg,9,0,943,51,1015,51,72,3672,32,318,65,428
0017_top_20250624_t1.jpg,10,191,1005,240,1073,49,68,3332,190,438,229,551
0017_top_20250624_t1.jpg,11,185,775,224,855,39,80,3120,205,101,231,205
0017_top_20250624_t1.jpg,12,-16,1036,18,1101,34,65,2210,0,462,19,577
