image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0009_top_20250709_t1.JPG,1,1041,463,1075,529,34,66,2244,408,96,441,229
0009_top_20250709_t1.JPG,2,1084,451,1118,515,34,64,2176,463,85,497,216
0009_top_20250709_t1.JPG,3,855,479,881,535,26,56,1456,172,61,201,173
0009_top_20250709_t1.JPG,4,1052,652,1093,730,41,78,3198,395,491,433,631
0009_top_20250709_t1.JPG,5,823,474,849,531,26,57,1482,132,38,162,154
0009_top_20250709_t1.JPG,6,906,657,939,737,33,80,2640,221,450,254,594
0009_top_20250709_t1.JPG,7,1008,474,1037,530,29,56,1624,365,106,394,220
0009_top_20250709_t1.JPG,8,769,482,795,533,26,51,1326,63,36,94,138
0009_top_20250709_t1.JPG,9,914,488,939,543,25,55,1375,245,100,272,213
0009_top_20250709_t1.JPG,10,884,482,909,537,25,55,1375,209,77,235,190
0009_top_20250709_t1.JPG,11,1013,652,1053,734,40,82,3280,349,477,386,626
0009_top_20250709_t1.JPG,12,1124,458,1157,515,33,57,1881,512,115,544,230
0009_top_20250709_t1.JPG,13,943,654,979,734,36,80,2880,265,456,301,602
0009_top_20250709_t1.JPG,14,981,658,1016,732,35,74,2590,310,477,344,611
0009_top_20250709_t1.JPG,15,975,475,1003,535,28,60,1680,323,95,352,217
0009_top_20250709_t1.JPG,16,943,482,970,536,27,54,1458,283,100,311,209
