image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0008_top_20250709_t1.png,1,1063,1043,1125,1079,62,36,2232,124,530,199,581
0008_top_20250709_t1.png,2,1019,1018,1061,1089,42,71,2982,209,476,247,620
0008_top_20250709_t1.png,3,981,1016,1026,1088,45,72,3240,252,462,292,606
0008_top_20250709_t1.png,4,945,1010,993,1084,48,74,3552,295,452,334,602
0008_top_20250709_t1.png,5,770,990,829,1065,59,75,4425,497,414,536,564
0008_top_20250709_t1.png,6,809,998,865,1071,56,73,4088,452,419,491,566
0008_top_20250709_t1.png,7,726,990,789,1060,63,70,4410,544,404,586,544
0008_top_20250709_t1.png,8,842,997,898,1071,56,74,4144,413,433,454,582
0008_top_20250709_t1.png,9,908,1007,961,1083,53,76,4028,334,439,376,593
0008_top_20250709_t1.png,10,876,1002,928,1073,52,71,3692,375,444,415,587
0008_top_20250709_t1.png,11,1055,1349,1193,1417,138,68,9384,31,5,162,53
0008_top_20250709_t1.png,12,975,1325,1054,1381,79,56,4424,168,8,239,62
0008_top_20250709_t1.png,13,1069,1018,1130,1040,61,22,1342,121,619,198,639
