image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0002_top_20250711_t0.JPG,1,1807,382,1891,474,84,92,7728,80,164,131,201
0002_top_20250711_t0.JPG,2,1751,349,1825,428,74,79,5846,82,235,127,271
0002_top_20250711_t0.JPG,3,1638,284,1708,359,70,75,5250,82,377,129,412
0002_top_20250711_t0.JPG,4,1568,462,1649,539,81,77,6237,206,300,233,371
0002_top_20250711_t0.JPG,5,1339,653,1413,736,74,83,6142,381,375,404,450
0002_top_20250711_t0.JPG,6,1973,503,2044,585,71,82,5822,95,0,135,28
0002_top_20250711_t0.JPG,7,1289,708,1370,804,81,96,7776,421,374,449,452
0002_top_20250711_t0.JPG,8,1361,621,1434,703,73,82,5986,357,381,384,449
0002_top_20250711_t0.JPG,9,1742,601,1823,683,81,82,6642,211,97,239,151
0002_top_20250711_t0.JPG,10,1637,648,1716,731,79,83,6557,266,148,293,205
0002_top_20250711_t0.JPG,11,1714,624,1786,700,72,76,5472,231,113,257,161
0002_top_20250711_t0.JPG,12,1667,627,1756,719,89,92,8188,246,128,276,191
0002_top_20250711_t0.JPG,13,1678,641,1752,716,74,75,5550,251,127,274,181
