image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0012_top_20250709_t0.JPG,1,2282,948,2377,1008,95,60,5700,417,410,523,495
0012_top_20250709_t0.JPG,2,2274,850,2373,922,99,72,7128,418,237,522,329
0012_top_20250709_t0.JPG,3,2266,790,2371,865,105,75,7875,416,141,521,231
0012_top_20250709_t0.JPG,4,1977,742,2195,856,218,114,24852,142,21,344,136
0012_top_20250709_t0.JPG,5,2002,973,2069,1055,67,82,5494,108,345,162,493
0012_top_20250709_t0.JPG,6,1954,951,2024,1040,70,89,6230,65,290,116,448
0012_top_20250709_t0.JPG,7,2048,983,2119,1076,71,93,6603,154,380,213,553
0012_top_20250709_t0.JPG,8,1905,940,1975,1025,70,85,5950,19,256,67,403
0012_top_20250709_t0.JPG,9,1881,928,1932,1008,51,80,4080,0,222,26,363
0012_top_20250709_t0.JPG,10,1911,771,1954,796,43,25,1075,81,0,118,25
0012_top_20250709_t0.JPG,11,1958,762,2000,787,42,25,1050,127,0,164,25
0012_top_20250709_t0.JPG,12,1869,780,1907,799,38,19,722,40,0,73,18
0012_top_20250709_t0.JPG,13,1829,787,1871,806,42,19,798,1,0,38,18
