image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0040_top_20250623_t1.jpg,1,1234,1130,1277,1204,43,74,3182,43,427,70,516
0040_top_20250623_t1.jpg,2,1270,1044,1312,1117,42,73,3066,71,324,97,411
0040_top_20250623_t1.jpg,3,1606,1018,1637,1087,31,69,2139,299,290,318,371
0040_top_20250623_t1.jpg,4,1864,998,1896,1072,32,74,2368,471,264,492,351
0040_top_20250623_t1.jpg,5,1610,1106,1643,1173,33,67,2211,300,394,321,474
0040_top_20250623_t1.jpg,6,1466,1118,1506,1192,40,74,2960,202,410,227,498
0040_top_20250623_t1.jpg,7,1219,1044,1259,1116,40,72,2880,36,325,61,410
0040_top_20250623_t1.jpg,8,1275,887,1310,960,35,73,2555,80,140,101,225
0040_top_20250623_t1.jpg,9,1754,1014,1790,1091,36,77,2772,398,284,421,374
0040_top_20250623_t1.jpg,10,1348,1051,1382,1108,34,57,1938,124,331,145,399
0040_top_20250623_t1.jpg,11,1521,869,1552,943,31,74,2294,245,118,264,203
0040_top_20250623_t1.jpg,12,1353,1124,1393,1196,40,72,2880,125,418,150,505
0040_top_20250623_t1.jpg,13,1425,1118,1464,1189,39,71,2769,174,411,199,495
0040_top_20250623_t1.jpg,14,1314,1126,1354,1197,40,71,2840,98,421,123,506
0040_top_20250623_t1.jpg,15,1354,881,1385,953,31,72,2232,133,132,152,216
0040_top_20250623_t1.jpg,16,1819,1009,1851,1076,32,67,2144,441,277,462,356
0040_top_20250623_t1.jpg,17,2072,841,2105,910,33,69,2277,608,83,629,161
0040_top_20250623_t1.jpg,18,2050,998,2082,1066,32,68,2176,594,263,615,342
0040_top_20250623_t1.jpg,19,2091,989,2119,1062,28,73,2044,621,252,639,336
