image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0005_top_20250705_t0.JPG,1,1234,599,1316,694,82,95,7790,391,317,412,370
0005_top_20250705_t0.JPG,2,1192,979,1272,1065,80,86,6880,370,87,387,133
0005_top_20250705_t0.JPG,3,1005,1036,1129,1097,124,61,7564,406,78,428,103
0005_top_20250705_t0.JPG,4,635,1101,831,1222,196,121,23716,457,48,474,82
0005_top_20250705_t0.JPG,5,390,1129,650,1268,260,139,36140,478,45,495,77
0005_top_20250705_t0.JPG,6,86,1152,453,1346,367,194,71198,496,38,513,75
0005_top_20250705_t0.JPG,7,642,1110,812,1208,170,98,16660,459,52,474,79
0005_top_20250705_t0.JPG,8,-127,1173,301,1391,428,218,93304,507,36,523,73
0005_top_20250705_t0.JPG,9,207,1137,549,1325,342,188,64296,488,38,506,77
0005_top_20250705_t0.JPG,10,168,1149,489,1319,321,170,54570,493,41,509,75
0005_top_20250705_t0.JPG,11,838,1055,975,1157,137,102,13974,437,61,452,97
0005_top_20250705_t0.JPG,12,13,1159,413,1353,400,194,77600,499,39,517,74
