image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0052_top_20250619_t0.jpg,1,773,1137,839,1172,66,35,2310,131,516,196,567
0052_top_20250619_t0.jpg,2,1059,1044,1138,1084,79,40,3160,403,305,474,359
0052_top_20250619_t0.jpg,3,765,1097,836,1133,71,36,2556,123,447,192,498
0052_top_20250619_t0.jpg,4,1063,1005,1137,1043,74,38,2812,403,240,469,292
0052_top_20250619_t0.jpg,5,945,1013,983,1083,38,70,2660,295,273,327,385
0052_top_20250619_t0.jpg,6,1016,1019,1058,1090,42,71,2982,363,271,397,385
0052_top_20250619_t0.jpg,7,774,990,808,1055,34,65,2210,132,265,163,368
0052_top_20250619_t0.jpg,8,979,1014,1019,1087,40,73,2920,328,269,360,386
0052_top_20250619_t0.jpg,9,813,997,846,1065,33,68,2244,169,269,199,378
0052_top_20250619_t0.jpg,10,911,1012,948,1079,37,67,2479,263,277,294,384
0052_top_20250619_t0.jpg,11,848,1004,876,1056,28,52,1456,202,275,227,357
0052_top_20250619_t0.jpg,12,742,988,774,1048,32,60,1920,101,267,131,361
