image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0001_top_20250705_t0.png,1,273,984,371,1059,98,75,7350,401,12,436,49
0001_top_20250705_t0.png,2,421,1035,520,1099,99,64,6336,333,10,371,38
0001_top_20250705_t0.png,3,1069,1056,1124,1141,55,85,4675,74,70,96,118
0001_top_20250705_t0.png,4,456,944,521,1027,65,83,5395,344,52,364,101
0001_top_20250705_t0.png,5,878,870,937,952,59,82,4838,167,165,190,216
0001_top_20250705_t0.png,6,408,687,482,762,74,75,5550,395,224,421,275
0001_top_20250705_t0.png,7,541,937,611,1015,70,78,5460,306,73,330,118
0001_top_20250705_t0.png,8,749,634,821,706,72,72,5184,241,327,271,377
0001_top_20250705_t0.png,9,308,1033,369,1066,61,33,2013,396,9,420,22
0001_top_20250705_t0.png,10,939,1110,1004,1202,65,92,5980,124,16,148,65
0001_top_20250705_t0.png,11,436,862,503,943,67,81,5427,362,103,383,153
0001_top_20250705_t0.png,12,358,438,445,509,87,71,6177,453,419,488,473
0001_top_20250705_t0.png,13,946,593,1014,668,68,75,5100,148,394,179,449
0001_top_20250705_t0.png,14,499,940,562,1020,63,80,5040,327,63,347,110
0001_top_20250705_t0.png,15,494,694,559,769,65,75,4875,359,232,381,284
0001_top_20250705_t0.png,16,620,658,695,730,75,72,5400,299,285,329,334
0001_top_20250705_t0.png,17,1079,568,1143,638,64,70,4480,83,445,114,497
0001_top_20250705_t0.png,18,576,662,648,733,72,71,5112,321,275,349,323
0001_top_20250705_t0.png,19,482,864,548,938,66,74,4884,342,113,364,158
0001_top_20250705_t0.png,20,350,358,437,431,87,73,6351,472,486,507,546
0001_top_20250705_t0.png,21,393,599,472,679,79,80,6320,413,284,441,342
0001_top_20250705_t0.png,22,405,429,492,499,87,70,6090,431,437,467,490
0001_top_20250705_t0.png,23,536,669,594,733,58,64,3712,346,265,367,310
0001_top_20250705_t0.png,24,564,844,633,923,69,79,5451,307,136,331,185
0001_top_20250705_t0.png,25,575,400,647,469,72,69,4968,357,496,387,553
0001_top_20250705_t0.png,26,521,855,583,927,62,72,4464,328,126,349,170
0001_top_20250705_t0.png,27,534,665,611,735,77,70,5390,338,267,368,313
0001_top_20250705_t0.png,28,179,254,268,331,89,77,6853,582,543,615,614
0001_top_20250705_t0.png,29,1070,747,1139,829,69,82,5658,78,288,109,342
0001_top_20250705_t0.png,30,439,353,504,410,65,57,3705,439,521,466,569
0001_top_20250705_t0.png,31,536,412,601,474,65,62,4030,379,482,406,533
0001_top_20250705_t0.png,32,556,332,636,398,80,66,5280,373,561,409,616
0001_top_20250705_t0.png,33,450,423,525,491,75,68,5100,416,450,446,505
0001_top_20250705_t0.png,34,486,419,569,487,83,68,5644,394,463,429,516
0001_top_20250705_t0.png,35,824,608,895,684,71,76,5396,207,358,237,413
0001_top_20250705_t0.png,36,426,343,512,411,86,68,5848,436,521,473,577
0001_top_20250705_t0.png,37,865,603,941,677,76,74,5624,184,373,218,425
0001_top_20250705_t0.png,38,685,821,762,905,77,84,6468,251,169,280,221
0001_top_20250705_t0.png,39,471,594,553,668,82,74,6068,375,308,407,359
0001_top_20250705_t0.png,40,472,335,559,404,87,69,6003,413,538,451,595
0001_top_20250705_t0.png,41,525,408,608,479,83,71,5893,376,478,411,535
0001_top_20250705_t0.png,42,607,386,694,460,87,74,6438,334,514,373,573
0001_top_20250705_t0.png,43,607,839,680,915,73,76,5548,286,149,313,195
0001_top_20250705_t0.png,44,519,588,589,657,70,69,4830,359,323,386,373
0001_top_20250705_t0.png,45,656,837,719,911,63,74,4662,269,158,292,204
0001_top_20250705_t0.png,46,427,596,513,672,86,76,6536,394,297,427,350
0001_top_20250705_t0.png,47,387,356,475,425,88,69,6072,453,500,490,556
0001_top_20250705_t0.png,48,509,581,598,659,89,78,6942,355,323,391,377
0001_top_20250705_t0.png,49,987,509,1041,571,54,62,3348,140,484,165,534
0001_top_20250705_t0.png,50,728,810,801,894,73,84,6132,234,183,262,236
0001_top_20250705_t0.png,51,399,360,467,420,68,60,4080,457,503,484,554
0001_top_20250705_t0.png,52,650,375,737,450,87,75,6525,313,532,352,593
0001_top_20250705_t0.png,53,555,577,639,652,84,75,6300,336,336,370,389
0001_top_20250705_t0.png,54,937,514,992,577,55,63,3465,165,469,190,519
0001_top_20250705_t0.png,55,898,523,958,587,60,64,3840,182,453,209,503
0001_top_20250705_t0.png,56,826,793,893,877,67,84,5628,193,210,219,265
0001_top_20250705_t0.png,57,1064,491,1127,564,63,73,4599,95,509,126,567
0001_top_20250705_t0.png,58,517,327,596,397,79,70,5530,395,553,429,613
0001_top_20250705_t0.png,59,846,520,932,596,86,76,6536,195,440,235,495
0001_top_20250705_t0.png,60,928,509,1007,582,79,73,5767,157,468,195,522
0001_top_20250705_t0.png,61,457,422,520,480,63,58,3654,419,460,444,507
0001_top_20250705_t0.png,62,775,798,847,879,72,81,5832,214,201,242,252
0001_top_20250705_t0.png,63,739,547,801,612,62,65,4030,260,400,286,449
0001_top_20250705_t0.png,64,598,569,682,644,84,75,6300,316,351,351,404
0001_top_20250705_t0.png,65,778,382,841,446,63,64,4032,257,559,286,614
0001_top_20250705_t0.png,66,854,525,911,589,57,64,3648,206,442,231,492
0001_top_20250705_t0.png,67,1021,493,1084,564,63,71,4473,118,500,148,556
0001_top_20250705_t0.png,68,640,557,727,632,87,75,6525,295,369,332,422
0001_top_20250705_t0.png,69,690,376,774,445,84,69,5796,293,545,332,601
0001_top_20250705_t0.png,70,891,782,969,874,78,92,7176,158,225,190,284
0001_top_20250705_t0.png,71,974,502,1047,574,73,72,5256,137,483,172,538
0001_top_20250705_t0.png,72,684,553,765,624,81,71,5751,277,383,312,434
0001_top_20250705_t0.png,73,1027,496,1072,557,45,61,2745,124,504,145,554
0001_top_20250705_t0.png,74,697,380,763,438,66,58,3828,299,550,329,598
0001_top_20250705_t0.png,75,1071,492,1121,558,50,66,3300,98,513,122,568
0001_top_20250705_t0.png,76,891,515,966,590,75,75,5625,178,452,213,509
0001_top_20250705_t0.png,77,1027,755,1099,839,72,84,6048,97,273,129,328
0001_top_20250705_t0.png,78,777,536,848,607,71,71,5041,237,414,268,467
0001_top_20250705_t0.png,79,479,596,543,661,64,65,4160,380,312,404,359
0001_top_20250705_t0.png,80,1036,756,1093,832,57,76,4332,100,278,125,329
0001_top_20250705_t0.png,81,817,534,874,597,57,63,3591,224,428,249,476
