image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0008_top_20250707_t0.JPG,1,2253,955,2308,985,55,30,1650,0,150,42,194
0008_top_20250707_t0.JPG,2,2258,915,2314,947,56,32,1792,0,207,42,253
0008_top_20250707_t0.JPG,3,1728,723,1779,813,51,90,4590,424,406,458,524
0008_top_20250707_t0.JPG,4,2021,961,2061,1036,40,75,3000,199,83,225,193
0008_top_20250707_t0.JPG,5,2100,1015,2143,1087,43,72,3096,129,2,158,109
0008_top_20250707_t0.JPG,6,2154,702,2202,781,48,79,3792,111,445,141,552
0008_top_20250707_t0.JPG,7,2065,719,2110,791,45,72,3240,180,432,209,529
0008_top_20250707_t0.JPG,8,2109,710,2154,787,45,77,3465,147,437,175,542
0008_top_20250707_t0.JPG,9,1999,719,2044,790,45,71,3195,230,434,259,529
0008_top_20250707_t0.JPG,10,1775,721,1824,806,49,85,4165,392,414,424,527
0008_top_20250707_t0.JPG,11,1935,944,1973,1018,38,74,2812,269,113,294,219
0008_top_20250707_t0.JPG,12,1817,722,1865,803,48,81,3888,362,418,394,526
0008_top_20250707_t0.JPG,13,1980,959,2018,1028,38,69,2622,233,96,258,197
0008_top_20250707_t0.JPG,14,2067,977,2108,1046,41,69,2829,161,66,188,168
0008_top_20250707_t0.JPG,15,1957,723,2001,801,44,78,3432,262,419,290,524
0008_top_20250707_t0.JPG,16,1753,924,1802,1001,49,77,3773,400,144,434,253
0008_top_20250707_t0.JPG,17,1637,731,1685,811,48,80,3840,491,409,523,514
0008_top_20250707_t0.JPG,18,1890,940,1929,1008,39,68,2652,303,130,330,226
0008_top_20250707_t0.JPG,19,1681,728,1726,806,45,78,3510,462,416,492,517
0008_top_20250707_t0.JPG,20,1470,726,1583,874,113,148,16724,562,328,640,520
0008_top_20250707_t0.JPG,21,1866,715,1913,801,47,86,4042,327,421,358,534
0008_top_20250707_t0.JPG,22,1846,928,1887,998,41,70,2870,336,145,364,244
0008_top_20250707_t0.JPG,23,1595,729,1642,812,47,83,3901,521,408,553,516
0008_top_20250707_t0.JPG,24,1705,921,1757,1003,52,82,4264,434,144,470,258
0008_top_20250707_t0.JPG,25,1519,929,1574,1016,55,87,4785,567,131,606,251
0008_top_20250707_t0.JPG,26,1800,928,1843,995,43,67,2881,369,151,399,246
0008_top_20250707_t0.JPG,27,1909,728,1956,803,47,75,3525,295,418,326,518
0008_top_20250707_t0.JPG,28,1572,927,1624,1014,52,87,4524,531,132,568,253
0008_top_20250707_t0.JPG,29,1670,921,1712,1000,42,79,3318,467,149,496,259
0008_top_20250707_t0.JPG,30,1618,925,1669,1010,51,85,4335,498,137,534,254
0008_top_20250707_t0.JPG,31,1471,763,1593,868,122,105,12810,555,335,639,472
0008_top_20250707_t0.JPG,32,1471,932,1525,1020,54,88,4752,602,127,640,248
