image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0024_top_20250711_t0.png,1,1213,935,1251,1009,38,74,2812,144,49,263,107
0024_top_20250711_t0.png,2,1524,918,1559,1004,35,86,3010,130,562,269,614
0024_top_20250711_t0.png,3,1333,734,1382,840,49,106,5194,413,262,585,334
0024_top_20250711_t0.png,4,1376,728,1423,844,47,116,5452,404,332,592,401
0024_top_20250711_t0.png,5,1333,965,1381,1074,48,109,5232,29,245,204,316
0024_top_20250711_t0.png,6,1381,760,1427,847,46,87,4002,398,338,538,408
0024_top_20250711_t0.png,7,1383,916,1421,1004,38,88,3344,140,331,283,387
0024_top_20250711_t0.png,8,1466,959,1510,1064,44,105,4620,35,464,205,528
0024_top_20250711_t0.png,9,1186,977,1227,1066,41,89,3649,52,2,196,64
0024_top_20250711_t0.png,10,1281,966,1323,1082,42,116,4872,19,159,207,221
0024_top_20250711_t0.png,11,1334,995,1380,1091,46,96,4416,0,245,155,314
0024_top_20250711_t0.png,12,1207,1008,1252,1097,45,89,4005,0,34,143,103
0024_top_20250711_t0.png,13,1174,723,1214,823,40,100,4000,453,0,615,59
0024_top_20250711_t0.png,14,1529,728,1561,807,32,79,2528,453,583,581,631
