image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0027_top_20250623_t1.jpg,1,927,745,970,817,43,72,3096,257,410,325,471
0027_top_20250623_t1.jpg,2,927,533,963,597,36,64,2304,37,349,102,405
0027_top_20250623_t1.jpg,3,1005,582,1046,646,41,64,2624,111,223,169,274
0027_top_20250623_t1.jpg,4,988,512,1032,581,44,69,3036,38,222,102,280
0027_top_20250623_t1.jpg,5,936,596,975,661,39,65,2535,108,350,171,406
0027_top_20250623_t1.jpg,6,879,611,912,676,33,65,2145,108,480,177,535
0027_top_20250623_t1.jpg,7,958,524,997,591,39,67,2613,39,286,104,339
0027_top_20250623_t1.jpg,8,1029,736,1090,818,61,82,5002,257,214,326,283
0027_top_20250623_t1.jpg,9,845,560,872,615,27,55,1485,36,550,98,602
0027_top_20250623_t1.jpg,10,970,589,1009,653,39,64,2496,109,286,170,339
0027_top_20250623_t1.jpg,11,1022,495,1072,571,50,76,3800,32,157,101,215
0027_top_20250623_t1.jpg,12,1062,1040,1129,1157,67,117,7839,502,259,572,321
0027_top_20250623_t1.jpg,13,907,602,943,674,36,72,2592,106,414,180,469
0027_top_20250623_t1.jpg,14,870,552,896,604,26,52,1352,36,491,92,538
