image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0008_top_20250707_t1.JPG,1,2280,921,2376,957,96,36,3456,53,207,122,255
0008_top_20250707_t1.JPG,2,2278,962,2371,999,93,37,3441,55,151,122,199
0008_top_20250707_t1.JPG,3,2114,1027,2155,1108,41,81,3321,210,1,236,110
0008_top_20250707_t1.JPG,4,1729,725,1780,809,51,84,4284,503,403,536,519
0008_top_20250707_t1.JPG,5,2062,719,2103,791,41,72,2952,262,431,289,531
0008_top_20250707_t1.JPG,6,1994,720,2035,790,41,70,2870,313,432,340,529
0008_top_20250707_t1.JPG,7,2025,965,2064,1045,39,80,3120,279,85,304,192
0008_top_20250707_t1.JPG,8,2107,713,2149,788,42,75,3150,228,435,256,539
0008_top_20250707_t1.JPG,9,1946,725,1991,800,45,75,3375,345,418,375,522
0008_top_20250707_t1.JPG,10,2153,717,2195,782,42,65,2730,194,444,222,535
0008_top_20250707_t1.JPG,11,1931,946,1972,1022,41,76,3116,348,114,374,216
0008_top_20250707_t1.JPG,12,1814,725,1859,798,45,73,3285,444,419,473,520
0008_top_20250707_t1.JPG,13,1774,724,1819,803,45,79,3555,474,411,503,522
0008_top_20250707_t1.JPG,14,1748,923,1795,994,47,71,3337,480,149,510,246
0008_top_20250707_t1.JPG,15,1979,960,2018,1037,39,77,3003,313,95,338,198
0008_top_20250707_t1.JPG,16,1641,730,1689,808,48,78,3744,571,403,602,512
0008_top_20250707_t1.JPG,17,1602,731,1648,805,46,74,3404,602,407,631,510
0008_top_20250707_t1.JPG,18,1884,940,1925,1010,41,70,2870,383,129,409,224
0008_top_20250707_t1.JPG,19,1842,927,1882,997,40,70,2800,415,147,441,241
0008_top_20250707_t1.JPG,20,2074,981,2113,1057,39,76,2964,243,69,268,171
0008_top_20250707_t1.JPG,21,1656,918,1707,998,51,80,4080,545,143,578,252
0008_top_20250707_t1.JPG,22,1793,926,1836,994,43,68,2924,449,150,477,242
0008_top_20250707_t1.JPG,23,1903,728,1942,799,39,71,2769,382,419,407,517
0008_top_20250707_t1.JPG,24,1681,730,1728,801,47,71,3337,542,413,572,512
0008_top_20250707_t1.JPG,25,1699,919,1748,994,49,75,3675,515,149,546,250
0008_top_20250707_t1.JPG,26,1861,728,1904,797,43,69,2967,410,421,438,516
0008_top_20250707_t1.JPG,27,1573,920,1618,1001,45,81,3645,611,137,639,248
0008_top_20250707_t1.JPG,28,1612,919,1660,1000,48,81,3888,580,139,610,249
0008_top_20250707_t1.JPG,29,1587,818,1602,859,15,41,615,630,332,639,389
