image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0027_top_20250626_t0.jpg,1,789,580,828,660,39,80,3120,328,528,396,577
0027_top_20250626_t0.jpg,2,694,307,760,452,66,145,9570,499,476,567,526
0027_top_20250626_t0.jpg,3,521,137,637,357,116,220,25520,497,339,567,387
0027_top_20250626_t0.jpg,4,-24,-646,336,-59,360,587,211320,574,204,639,257
0027_top_20250626_t0.jpg,5,331,-47,527,261,196,308,60368,502,251,567,308
0027_top_20250626_t0.jpg,6,692,514,747,601,55,87,4785,355,399,407,445
0027_top_20250626_t0.jpg,7,-892,-1247,20,-152,912,1095,998640,504,65,568,128
0027_top_20250626_t0.jpg,8,405,350,548,520,143,170,24310,348,190,407,240
0027_top_20250626_t0.jpg,9,-573,-1298,108,-298,681,1000,681000,578,137,640,193
0027_top_20250626_t0.jpg,10,617,480,698,603,81,123,9963,333,322,401,371
0027_top_20250626_t0.jpg,11,-14347,-17528,-1038,-1414,13309,16114,214461226,572,1,639,59
