image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0004_top_20250705_t0.JPG,1,1313,647,1412,726,99,79,7821,188,573,249,621
0004_top_20250705_t0.JPG,2,1335,607,1431,684,96,77,7392,194,516,251,559
0004_top_20250705_t0.JPG,3,1535,465,1631,559,96,94,9024,275,282,327,325
0004_top_20250705_t0.JPG,4,1457,599,1555,681,98,82,8036,262,437,321,483
0004_top_20250705_t0.JPG,5,1552,416,1657,524,105,108,11340,275,237,329,285
0004_top_20250705_t0.JPG,6,1433,634,1529,712,96,78,7488,256,487,316,532
0004_top_20250705_t0.JPG,7,1476,562,1571,645,95,83,7885,264,393,320,435
0004_top_20250705_t0.JPG,8,1584,681,1664,760,80,79,6320,368,435,409,514
0004_top_20250705_t0.JPG,9,1891,432,1981,535,90,103,9270,457,63,488,133
0004_top_20250705_t0.JPG,10,1431,706,1501,776,70,70,4900,276,564,314,636
0004_top_20250705_t0.JPG,11,1580,366,1686,481,106,115,12190,279,191,331,239
0004_top_20250705_t0.JPG,12,1739,590,1814,663,75,73,5475,423,261,462,315
0004_top_20250705_t0.JPG,13,1767,287,1863,414,96,127,12192,355,51,387,119
0004_top_20250705_t0.JPG,14,1849,379,1936,485,87,106,9222,417,58,447,123
0004_top_20250705_t0.JPG,15,1498,530,1595,619,97,89,8633,270,352,325,397
0004_top_20250705_t0.JPG,16,1943,585,2019,659,76,74,5624,543,132,576,193
0004_top_20250705_t0.JPG,17,1928,632,2001,698,73,66,4818,552,181,594,230
0004_top_20250705_t0.JPG,18,1923,512,2007,601,84,89,7476,501,95,536,159
0004_top_20250705_t0.JPG,19,1723,207,1814,341,91,134,12194,319,34,344,103
0004_top_20250705_t0.JPG,20,1684,167,1778,309,94,142,13348,294,35,322,102
0004_top_20250705_t0.JPG,21,1820,350,1903,456,83,106,8798,395,57,420,123
0004_top_20250705_t0.JPG,22,1608,89,1702,242,94,153,14382,250,36,278,100
0004_top_20250705_t0.JPG,23,1568,46,1664,209,96,163,15648,229,35,257,100
0004_top_20250705_t0.JPG,24,1524,-23,1632,162,108,185,19980,205,25,237,92
0004_top_20250705_t0.JPG,25,1642,128,1736,276,94,148,13912,270,37,298,103
0004_top_20250705_t0.JPG,26,1636,633,1719,713,83,80,6640,381,357,425,423
0004_top_20250705_t0.JPG,27,1706,602,1786,681,80,79,6320,411,288,451,351
0004_top_20250705_t0.JPG,28,1672,617,1752,695,80,78,6240,396,322,438,384
0004_top_20250705_t0.JPG,29,1550,14,1651,189,101,175,17675,219,29,248,97
