image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0009_top_20250707_t0.png,1,1597,1000,1672,1140,75,140,10500,80,395,166,471
0009_top_20250707_t0.png,2,1389,864,1463,1001,74,137,10138,150,128,236,198
0009_top_20250707_t0.png,3,1540,976,1616,1110,76,134,10184,94,323,176,399
0009_top_20250707_t0.png,4,1426,752,1501,879,75,127,9525,234,153,315,227
0009_top_20250707_t0.png,5,1522,523,1593,638,71,115,8165,411,232,489,308
0009_top_20250707_t0.png,6,1481,631,1549,749,68,118,8024,328,199,406,268
0009_top_20250707_t0.png,7,1685,933,1754,1067,69,134,9246,135,492,219,565
0009_top_20250707_t0.png,8,1534,376,1598,486,64,110,7040,523,223,601,292
0009_top_20250707_t0.png,9,1678,717,1781,786,103,69,7107,329,448,367,576
0009_top_20250707_t0.png,10,1694,413,1787,475,93,62,5766,558,428,594,548
0009_top_20250707_t0.png,11,1683,662,1783,731,100,69,6900,368,448,407,572
0009_top_20250707_t0.png,12,1680,550,1784,625,104,75,7800,445,430,489,560
0009_top_20250707_t0.png,13,1669,771,1774,841,105,70,7350,290,444,328,573
0009_top_20250707_t0.png,14,1677,609,1780,679,103,70,7210,405,434,445,562
