image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0012_top_20250709_t1.JPG,1,2278,944,2385,1001,107,57,6099,457,467,639,605
0012_top_20250709_t1.JPG,2,2280,892,2377,950,97,58,5626,443,354,587,465
0012_top_20250709_t1.JPG,3,2190,667,2230,776,40,109,4360,302,80,343,178
0012_top_20250709_t1.JPG,4,2277,830,2383,901,106,71,7526,426,256,564,360
0012_top_20250709_t1.JPG,5,2047,989,2115,1027,68,38,2584,0,534,108,640
0012_top_20250709_t1.JPG,6,2274,760,2390,844,116,84,9744,410,170,543,267
0012_top_20250709_t1.JPG,7,1960,669,2043,791,83,122,10126,75,76,117,184
0012_top_20250709_t1.JPG,8,1909,671,2001,790,92,119,10948,26,76,69,181
0012_top_20250709_t1.JPG,9,1878,665,1963,786,85,121,10285,0,71,26,176
0012_top_20250709_t1.JPG,10,2038,974,2070,1017,32,43,1376,0,486,22,608
