image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0049_top_20250704_t1.png,1,1546,461,1629,530,83,69,5727,59,10,122,109
0049_top_20250704_t1.png,2,1929,463,1997,535,68,72,4896,472,144,543,257
0049_top_20250704_t1.png,3,1526,489,1612,556,86,67,5762,24,48,92,145
0049_top_20250704_t1.png,4,2000,630,2068,689,68,59,4012,521,509,610,619
0049_top_20250704_t1.png,5,1988,542,2050,604,62,62,3844,526,313,599,420
0049_top_20250704_t1.png,6,1836,421,1902,475,66,54,3564,378,42,443,114
0049_top_20250704_t1.png,7,1803,404,1866,456,63,52,3276,348,4,407,73
0049_top_20250704_t1.png,8,1517,518,1600,586,83,68,5644,0,89,63,195
0049_top_20250704_t1.png,9,1722,614,1775,685,53,71,3763,178,328,215,475
0049_top_20250704_t1.png,10,1678,635,1735,704,57,69,3933,116,352,155,496
0049_top_20250704_t1.png,11,1875,434,1931,484,56,50,2800,418,74,474,143
0049_top_20250704_t1.png,12,1638,646,1698,714,60,68,4080,64,356,104,498
0049_top_20250704_t1.png,13,1963,505,2032,569,69,64,4416,503,234,582,336
0049_top_20250704_t1.png,14,1763,592,1817,665,54,73,3942,236,305,276,450
0049_top_20250704_t1.png,15,1781,411,1820,443,39,32,1248,323,1,359,43
0049_top_20250704_t1.png,16,1616,711,1655,748,39,37,1443,0,477,30,557
0049_top_20250704_t1.png,17,1980,673,2045,702,65,29,1885,483,601,574,639
0049_top_20250704_t1.png,18,1543,575,1574,610,31,35,1085,0,180,18,241
0049_top_20250704_t1.png,19,1979,677,2024,702,45,25,1125,482,598,543,639
0049_top_20250704_t1.png,20,1982,675,2057,702,75,27,2025,484,614,593,639
