image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0049_top_20250704_t0.png,1,1546,455,1627,524,81,69,5589,59,10,122,109
0049_top_20250704_t0.png,2,1930,467,1995,537,65,70,4550,472,144,543,257
0049_top_20250704_t0.png,3,1523,483,1607,550,84,67,5628,24,48,92,145
0049_top_20250704_t0.png,4,1994,634,2061,693,67,59,3953,521,509,610,619
0049_top_20250704_t0.png,5,1985,546,2045,607,60,61,3660,526,313,599,420
0049_top_20250704_t0.png,6,1841,424,1904,475,63,51,3213,378,42,443,114
0049_top_20250704_t0.png,7,1810,407,1869,457,59,50,2950,348,4,407,73
0049_top_20250704_t0.png,8,1510,512,1592,581,82,69,5658,0,89,63,195
0049_top_20250704_t0.png,9,1714,613,1765,687,51,74,3774,178,328,215,475
0049_top_20250704_t0.png,10,1667,634,1722,706,55,72,3960,116,352,155,496
0049_top_20250704_t0.png,11,1879,438,1932,485,53,47,2491,418,74,474,143
0049_top_20250704_t0.png,12,1625,645,1682,716,57,71,4047,64,356,104,498
0049_top_20250704_t0.png,13,1962,509,2029,571,67,62,4154,503,234,582,336
0049_top_20250704_t0.png,14,1758,592,1808,666,50,74,3700,236,305,276,450
0049_top_20250704_t0.png,15,1787,412,1825,443,38,31,1178,323,1,359,43
0049_top_20250704_t0.png,16,1596,713,1634,752,38,39,1482,0,477,30,557
0049_top_20250704_t0.png,17,1973,678,2037,707,64,29,1856,483,601,574,639
0049_top_20250704_t0.png,18,1532,570,1562,605,30,35,1050,0,180,18,241
0049_top_20250704_t0.png,19,1972,682,2017,708,45,26,1170,482,598,543,639
0049_top_20250704_t0.png,20,1975,681,2050,707,75,26,1950,484,614,593,639
