image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0008_top_20250709_t0.png,1,1061,1042,1123,1078,62,36,2232,124,530,199,581
0008_top_20250709_t0.png,2,1019,1017,1059,1088,40,71,2840,209,476,247,620
0008_top_20250709_t0.png,3,980,1016,1024,1087,44,71,3124,252,462,292,606
0008_top_20250709_t0.png,4,944,1010,990,1084,46,74,3404,295,452,334,602
0008_top_20250709_t0.png,5,767,992,825,1066,58,74,4292,497,414,536,564
0008_top_20250709_t0.png,6,807,999,862,1072,55,73,4015,452,419,491,566
0008_top_20250709_t0.png,7,722,991,784,1062,62,71,4402,544,404,586,544
0008_top_20250709_t0.png,8,840,998,895,1072,55,74,4070,413,433,454,582
0008_top_20250709_t0.png,9,907,1007,959,1083,52,76,3952,334,439,376,593
0008_top_20250709_t0.png,10,875,1003,926,1074,51,71,3621,375,444,415,587
0008_top_20250709_t0.png,11,1059,1339,1193,1400,134,61,8174,31,5,162,53
0008_top_20250709_t0.png,12,981,1317,1058,1369,77,52,4004,168,8,239,62
0008_top_20250709_t0.png,13,1067,1018,1128,1039,61,21,1281,121,619,198,639
