image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0015_top_20250626_t0.jpg,1,791,461,820,520,29,59,1711,191,514,261,566
0015_top_20250626_t0.jpg,2,761,469,790,528,29,59,1711,208,580,277,633
0015_top_20250626_t0.jpg,3,943,473,977,540,34,67,2278,173,158,251,216
0015_top_20250626_t0.jpg,4,992,653,1019,699,27,46,1242,383,13,436,62
0015_top_20250626_t0.jpg,5,854,534,913,571,59,37,2183,269,281,302,409
0015_top_20250626_t0.jpg,6,818,454,848,520,30,66,1980,177,452,255,505
0015_top_20250626_t0.jpg,7,964,648,991,700,27,52,1404,383,78,444,124
0015_top_20250626_t0.jpg,8,935,639,962,701,27,62,1674,379,144,453,187
0015_top_20250626_t0.jpg,9,975,477,1007,531,32,54,1728,172,92,234,148
0015_top_20250626_t0.jpg,10,848,464,878,530,30,66,1980,182,380,261,432
0015_top_20250626_t0.jpg,11,796,528,850,563,54,35,1890,274,426,307,544
0015_top_20250626_t0.jpg,12,912,476,946,543,34,67,2278,184,225,261,284
0015_top_20250626_t0.jpg,13,1006,476,1044,543,38,67,2546,164,13,240,77
0015_top_20250626_t0.jpg,14,882,481,908,531,26,50,1300,196,310,255,356
0015_top_20250626_t0.jpg,15,1015,629,1029,696,14,67,938,347,0,431,11
0015_top_20250626_t0.jpg,16,1037,468,1051,533,14,65,910,148,0,227,12
0015_top_20250626_t0.jpg,17,1017,627,1029,691,12,64,768,345,0,424,8
