image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0001_top_20250705_t1.JPG,1,303,1119,400,1193,97,74,7178,351,51,377,82
0001_top_20250705_t1.JPG,2,290,1074,387,1152,97,78,7566,358,71,384,104
0001_top_20250705_t1.JPG,3,919,1103,1011,1207,92,104,9568,172,110,194,158
0001_top_20250705_t1.JPG,4,332,723,423,812,91,89,8099,374,253,397,295
0001_top_20250705_t1.JPG,5,283,1025,380,1096,97,71,6887,364,99,390,129
0001_top_20250705_t1.JPG,6,450,1139,537,1233,87,94,8178,309,45,330,88
0001_top_20250705_t1.JPG,7,244,165,342,270,98,105,10290,443,539,467,592
0001_top_20250705_t1.JPG,8,273,983,373,1059,100,76,7600,369,118,396,150
0001_top_20250705_t1.JPG,9,177,250,265,328,88,78,6864,460,499,483,537
0001_top_20250705_t1.JPG,10,667,1155,760,1273,93,118,10974,242,48,263,104
0001_top_20250705_t1.JPG,11,874,863,949,959,75,96,7200,207,232,224,279
0001_top_20250705_t1.JPG,12,432,863,505,953,73,90,6570,339,187,356,231
0001_top_20250705_t1.JPG,13,403,677,485,777,82,100,8200,359,278,378,328
0001_top_20250705_t1.JPG,14,273,991,378,1073,105,82,8610,367,111,395,146
0001_top_20250705_t1.JPG,15,364,415,453,520,89,105,9345,389,413,410,466
0001_top_20250705_t1.JPG,16,523,860,590,936,67,76,5092,314,206,330,242
0001_top_20250705_t1.JPG,17,1063,471,1151,583,88,112,9856,174,453,194,509
0001_top_20250705_t1.JPG,18,1065,736,1151,853,86,117,10062,156,309,175,367
0001_top_20250705_t1.JPG,19,493,665,571,761,78,96,7488,334,296,352,344
0001_top_20250705_t1.JPG,20,619,659,692,734,73,75,5475,298,324,316,360
0001_top_20250705_t1.JPG,21,394,606,480,696,86,90,7740,366,321,387,365
0001_top_20250705_t1.JPG,22,482,867,545,938,63,71,4473,327,200,342,234
0001_top_20250705_t1.JPG,23,585,658,653,739,68,81,5508,310,317,326,357
0001_top_20250705_t1.JPG,24,1045,1045,1138,1148,93,103,9579,139,154,161,202
0001_top_20250705_t1.JPG,25,572,930,649,1023,77,93,7161,291,166,309,211
0001_top_20250705_t1.JPG,26,565,847,636,928,71,81,5751,301,215,318,254
0001_top_20250705_t1.JPG,27,482,319,559,413,77,94,7238,364,483,382,531
0001_top_20250705_t1.JPG,28,565,573,640,660,75,87,6525,320,358,338,401
0001_top_20250705_t1.JPG,29,409,414,495,511,86,97,8342,376,423,397,471
0001_top_20250705_t1.JPG,30,748,631,826,712,78,81,6318,260,350,279,389
0001_top_20250705_t1.JPG,31,535,398,614,490,79,92,7268,341,447,360,493
0001_top_20250705_t1.JPG,32,1073,473,1144,567,71,94,6674,176,461,192,509
0001_top_20250705_t1.JPG,33,1027,752,1103,842,76,90,6840,169,310,187,354
0001_top_20250705_t1.JPG,34,580,382,658,478,78,96,7488,329,458,347,507
0001_top_20250705_t1.JPG,35,1085,554,1162,647,77,93,7161,165,420,183,466
0001_top_20250705_t1.JPG,36,559,321,637,409,78,88,6864,340,494,359,538
0001_top_20250705_t1.JPG,37,455,942,526,1032,71,90,6390,327,148,343,192
0001_top_20250705_t1.JPG,38,1234,359,1411,544,177,185,32745,103,500,147,589
0001_top_20250705_t1.JPG,39,652,829,724,915,72,86,6192,276,231,293,273
0001_top_20250705_t1.JPG,40,614,836,679,918,65,82,5330,289,225,304,265
0001_top_20250705_t1.JPG,41,495,942,563,1021,68,79,5372,316,158,332,196
0001_top_20250705_t1.JPG,42,720,800,808,912,88,112,9856,253,241,273,296
0001_top_20250705_t1.JPG,43,543,929,610,1017,67,88,5896,303,165,318,208
0001_top_20250705_t1.JPG,44,729,812,805,902,76,90,6840,253,247,271,290
0001_top_20250705_t1.JPG,45,936,759,1020,870,84,111,9324,193,286,212,341
0001_top_20250705_t1.JPG,46,825,598,910,700,85,102,8670,237,365,257,415
0001_top_20250705_t1.JPG,47,691,549,772,634,81,85,6885,282,386,302,427
