image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0025_top_20250707_t0.JPG,1,1755,702,1807,799,52,97,5044,377,298,430,339
0025_top_20250707_t0.JPG,2,1885,700,1937,785,52,85,4420,386,440,434,481
0025_top_20250707_t0.JPG,3,1546,922,1590,1002,44,80,3520,257,99,306,140
0025_top_20250707_t0.JPG,4,1759,915,1808,984,49,69,3381,260,332,305,377
0025_top_20250707_t0.JPG,5,1710,710,1758,799,48,89,4272,377,251,425,290
0025_top_20250707_t0.JPG,6,1453,925,1503,1009,50,84,4200,256,8,306,55
0025_top_20250707_t0.JPG,7,1501,924,1543,1006,42,82,3444,256,54,306,93
0025_top_20250707_t0.JPG,8,1633,919,1677,995,44,76,3344,258,190,306,230
0025_top_20250707_t0.JPG,9,2014,697,2066,773,52,76,3952,394,595,439,637
0025_top_20250707_t0.JPG,10,1584,917,1631,998,47,81,3807,258,138,308,181
0025_top_20250707_t0.JPG,11,1883,929,1927,993,44,64,2816,247,491,292,530
0025_top_20250707_t0.JPG,12,1927,693,1981,785,54,92,4968,386,490,439,531
0025_top_20250707_t0.JPG,13,1716,915,1757,982,41,67,2747,263,281,306,318
0025_top_20250707_t0.JPG,14,1679,910,1726,993,47,83,3901,257,241,310,282
