image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0012_top_20250708_t1.png,1,580,357,616,414,36,57,2052,95,5,130,99
0012_top_20250708_t1.png,2,1231,587,1332,680,101,93,9393,551,543,584,639
0012_top_20250708_t1.png,3,1183,458,1284,572,101,114,11514,547,395,580,517
0012_top_20250708_t1.png,4,872,510,947,611,75,101,7575,348,386,387,519
0012_top_20250708_t1.png,5,824,518,895,618,71,100,7100,309,385,349,520
0012_top_20250708_t1.png,6,933,505,1010,607,77,102,7854,393,394,429,523
0012_top_20250708_t1.png,7,512,384,535,435,23,51,1173,0,0,24,95
0012_top_20250708_t1.png,8,1039,488,1131,592,92,104,9568,464,400,502,520
0012_top_20250708_t1.png,9,600,567,640,645,40,78,3120,81,391,114,522
0012_top_20250708_t1.png,10,533,374,569,431,36,57,2052,31,5,70,102
0012_top_20250708_t1.png,11,779,528,839,618,60,90,5400,270,385,306,512
0012_top_20250708_t1.png,12,787,370,830,432,43,62,2666,305,147,332,233
0012_top_20250708_t1.png,13,1113,490,1200,583,87,93,8091,506,416,539,519
0012_top_20250708_t1.png,14,682,386,725,460,43,74,3182,204,119,235,235
0012_top_20250708_t1.png,15,718,381,760,453,42,72,3024,240,129,269,239
0012_top_20250708_t1.png,16,754,377,793,436,39,59,2301,275,141,301,226
0012_top_20250708_t1.png,17,696,541,754,633,58,92,5336,190,382,231,521
0012_top_20250708_t1.png,18,529,436,568,506,39,70,2730,13,123,55,245
0012_top_20250708_t1.png,19,666,553,714,632,48,79,3792,157,390,193,513
0012_top_20250708_t1.png,20,618,407,659,481,41,74,3034,130,121,165,241
0012_top_20250708_t1.png,21,736,533,796,629,60,96,5760,230,381,269,522
0012_top_20250708_t1.png,22,627,557,675,645,48,88,4224,113,385,152,526
0012_top_20250708_t1.png,23,646,391,691,472,45,81,3645,165,109,200,239
0012_top_20250708_t1.png,24,560,425,602,497,42,72,3024,56,121,98,243
