image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0043_top_20250623_t1.jpg,1,937,825,1021,863,84,38,3192,132,350,191,396
0043_top_20250623_t1.jpg,2,940,973,1018,1009,78,36,2808,139,531,193,573
0043_top_20250623_t1.jpg,3,1108,921,1183,958,75,37,2775,255,467,306,511
0043_top_20250623_t1.jpg,4,948,932,1020,966,72,34,2448,143,481,193,522
0043_top_20250623_t1.jpg,5,1098,678,1171,713,73,35,2555,243,169,293,212
0043_top_20250623_t1.jpg,6,931,752,1008,786,77,34,2618,126,259,180,301
0043_top_20250623_t1.jpg,7,1102,611,1178,648,76,37,2812,244,85,297,130
0043_top_20250623_t1.jpg,8,1104,848,1179,887,75,39,2925,251,378,302,425
0043_top_20250623_t1.jpg,9,1099,743,1182,782,83,39,3237,245,250,302,297
0043_top_20250623_t1.jpg,10,984,590,1024,668,40,78,3120,160,56,187,153
0043_top_20250623_t1.jpg,11,1290,1042,1321,1069,31,27,837,381,609,401,640
0043_top_20250623_t1.jpg,12,1301,890,1331,960,30,70,2100,387,429,406,512
0043_top_20250623_t1.jpg,13,1376,894,1405,953,29,59,1711,437,433,456,503
0043_top_20250623_t1.jpg,14,1246,1042,1279,1068,33,26,858,351,610,373,640
0043_top_20250623_t1.jpg,15,1612,1016,1643,1074,31,58,1798,592,575,612,640
0043_top_20250623_t1.jpg,16,1362,1050,1388,1070,26,20,520,429,617,446,640
0043_top_20250623_t1.jpg,17,1541,883,1570,945,29,62,1798,546,420,565,492
