image,pair_id,x1,y1,x2,y2,width,height,area,x1_original,y1_original,x2_original,y2_original
0014_top_20250708_t0.png,1,1459,642,1544,770,85,128,10880,308,492,414,606
0014_top_20250708_t0.png,2,1671,787,1778,840,107,53,5671,414,105,452,271
0014_top_20250708_t0.png,3,1680,728,1780,782,100,54,5400,360,111,398,265
0014_top_20250708_t0.png,4,1676,371,1791,443,115,72,8280,45,148,93,321
0014_top_20250708_t0.png,5,1672,615,1783,681,111,66,7326,259,124,306,293
0014_top_20250708_t0.png,6,1690,502,1806,572,116,70,8120,157,104,205,281
0014_top_20250708_t0.png,7,1678,549,1793,619,115,70,8050,200,118,249,292
0014_top_20250708_t0.png,8,1560,991,1614,1024,54,33,1782,613,337,639,418
0014_top_20250708_t0.png,9,1614,1005,1671,1030,57,25,1425,621,245,639,333
0014_top_20250708_t0.png,10,1620,1010,1668,1031,48,21,1008,625,249,640,323
