image,pair_id,x1,y1,x2,y2,width,height,area
0001_top_20250707_t1.png,1,356,312,438,386,82,74,6068
0001_top_20250707_t1.png,2,354,381,444,454,90,73,6570
0001_top_20250707_t1.png,3,363,227,450,303,87,76,6612
0001_top_20250707_t1.png,4,355,455,444,532,89,77,6853
0001_top_20250707_t1.png,5,369,153,455,225,86,72,6192
0001_top_20250707_t1.png,6,125,405,218,477,93,72,6696
0001_top_20250707_t1.png,7,384,86,470,158,86,72,6192
0001_top_20250707_t1.png,8,358,534,444,611,86,77,6622
0001_top_20250707_t1.png,9,131,545,218,623,87,78,6786
0001_top_20250707_t1.png,10,305,531,347,639,42,108,4536
0001_top_20250707_t1.png,11,359,618,440,639,81,21,1701
0001_top_20250707_t1.png,12,127,629,216,639,89,10,890
0001_top_20250707_t1.png,13,357,607,441,639,84,32,2688
