image,pair_id,x1,y1,x2,y2,width,height,area
0045_top_20250623_t0.jpg,1,277,387,342,441,65,54,3510
0045_top_20250623_t0.jpg,2,270,506,333,557,63,51,3213
0045_top_20250623_t0.jpg,3,417,318,479,364,62,46,2852
0045_top_20250623_t0.jpg,4,418,194,485,242,67,48,3216
0045_top_20250623_t0.jpg,5,102,598,167,639,65,41,2665
0045_top_20250623_t0.jpg,6,368,46,397,161,29,115,3335
0045_top_20250623_t0.jpg,7,166,316,196,443,30,127,3810
0045_top_20250623_t0.jpg,8,295,59,324,169,29,110,3190
0045_top_20250623_t0.jpg,9,259,58,285,168,26,110,2860
0045_top_20250623_t0.jpg,10,176,186,199,300,23,114,2622
