image,pair_id,x1,y1,x2,y2,width,height,area
0009_top_20250705_t1.JPG,1,528,475,584,511,56,36,2016
0009_top_20250705_t1.JPG,2,141,486,185,528,44,42,1848
0009_top_20250705_t1.JPG,3,361,567,408,607,47,40,1880
0009_top_20250705_t1.JPG,4,304,547,351,590,47,43,2021
0009_top_20250705_t1.JPG,5,381,394,429,433,48,39,1872
0009_top_20250705_t1.JPG,6,324,331,373,368,49,37,1813
0009_top_20250705_t1.JPG,7,0,584,40,633,40,49,1960
0009_top_20250705_t1.JPG,8,323,414,368,453,45,39,1755
0009_top_20250705_t1.JPG,9,63,322,110,361,47,39,1833
0009_top_20250705_t1.JPG,10,211,417,254,454,43,37,1591
0009_top_20250705_t1.JPG,11,151,439,192,477,41,38,1558
0009_top_20250705_t1.JPG,12,328,291,373,326,45,35,1575
0009_top_20250705_t1.JPG,13,182,552,228,596,46,44,2024
0009_top_20250705_t1.JPG,14,374,525,416,561,42,36,1512
0009_top_20250705_t1.JPG,15,316,499,355,538,39,39,1521
0009_top_20250705_t1.JPG,16,526,426,574,459,48,33,1584
0009_top_20250705_t1.JPG,17,116,583,161,627,45,44,1980
0009_top_20250705_t1.JPG,18,528,385,574,418,46,33,1518
0009_top_20250705_t1.JPG,19,158,397,202,437,44,40,1760
0009_top_20250705_t1.JPG,20,5,536,55,579,50,43,2150
0009_top_20250705_t1.JPG,21,19,484,63,530,44,46,2024
0009_top_20250705_t1.JPG,22,300,601,344,639,44,38,1672
0009_top_20250705_t1.JPG,23,378,350,426,387,48,37,1776
0009_top_20250705_t1.JPG,24,166,357,207,392,41,35,1435
0009_top_20250705_t1.JPG,25,38,446,81,489,43,43,1849
0009_top_20250705_t1.JPG,26,534,552,586,609,52,57,2964
0009_top_20250705_t1.JPG,27,384,314,429,352,45,38,1710
0009_top_20250705_t1.JPG,28,366,473,417,516,51,43,2193
0009_top_20250705_t1.JPG,29,504,201,544,229,40,28,1120
0009_top_20250705_t1.JPG,30,324,372,372,408,48,36,1728
0009_top_20250705_t1.JPG,31,204,461,243,496,39,35,1365
0009_top_20250705_t1.JPG,32,174,318,215,353,41,35,1435
0009_top_20250705_t1.JPG,33,379,433,425,472,46,39,1794
0009_top_20250705_t1.JPG,34,131,528,172,572,41,44,1804
0009_top_20250705_t1.JPG,35,215,375,258,410,43,35,1505
0009_top_20250705_t1.JPG,36,521,311,566,340,45,29,1305
0009_top_20250705_t1.JPG,37,513,238,555,266,42,28,1176
0009_top_20250705_t1.JPG,38,53,364,98,400,45,36,1620
0009_top_20250705_t1.JPG,39,188,248,229,279,41,31,1271
0009_top_20250705_t1.JPG,40,0,384,39,422,39,38,1482
0009_top_20250705_t1.JPG,41,48,405,88,444,40,39,1560
0009_top_20250705_t1.JPG,42,354,100,394,131,40,31,1240
0009_top_20250705_t1.JPG,43,324,456,362,492,38,36,1368
0009_top_20250705_t1.JPG,44,225,336,266,370,41,34,1394
0009_top_20250705_t1.JPG,45,337,222,386,261,49,39,1911
0009_top_20250705_t1.JPG,46,513,579,569,639,56,60,3360
0009_top_20250705_t1.JPG,47,392,241,438,276,46,35,1610
0009_top_20250705_t1.JPG,48,73,274,124,322,51,48,2448
0009_top_20250705_t1.JPG,49,242,233,283,263,41,30,1230
0009_top_20250705_t1.JPG,50,235,298,271,328,36,30,1080
0009_top_20250705_t1.JPG,51,267,106,304,136,37,30,1110
0009_top_20250705_t1.JPG,52,245,198,285,227,40,29,1160
0009_top_20250705_t1.JPG,53,392,209,435,239,43,30,1290
0009_top_20250705_t1.JPG,54,356,134,390,164,34,30,1020
0009_top_20250705_t1.JPG,55,259,171,296,195,37,24,888
0009_top_20250705_t1.JPG,56,348,161,386,194,38,33,1254
0009_top_20250705_t1.JPG,57,339,194,385,223,46,29,1334
0009_top_20250705_t1.JPG,58,185,282,220,312,35,30,1050
0009_top_20250705_t1.JPG,59,396,177,436,207,40,30,1200
0009_top_20250705_t1.JPG,60,385,275,428,307,43,32,1376
0009_top_20250705_t1.JPG,61,240,264,279,293,39,29,1131
0009_top_20250705_t1.JPG,62,180,605,220,640,40,35,1400
0009_top_20250705_t1.JPG,63,230,63,264,93,34,30,1020
0009_top_20250705_t1.JPG,64,228,94,263,124,35,30,1050
0009_top_20250705_t1.JPG,65,196,213,234,244,38,31,1178
0009_top_20250705_t1.JPG,66,238,41,270,70,32,29,928
0009_top_20250705_t1.JPG,67,262,137,300,165,38,28,1064
0009_top_20250705_t1.JPG,68,275,50,306,77,31,27,837
0009_top_20250705_t1.JPG,69,405,144,440,176,35,32,1120
0009_top_20250705_t1.JPG,70,272,77,307,107,35,30,1050
0009_top_20250705_t1.JPG,71,0,426,29,469,29,43,1247
0009_top_20250705_t1.JPG,72,222,121,255,152,33,31,1023
0009_top_20250705_t1.JPG,73,354,617,403,640,49,23,1127
0009_top_20250705_t1.JPG,74,18,349,49,386,31,37,1147
0009_top_20250705_t1.JPG,75,216,152,251,181,35,29,1015
0009_top_20250705_t1.JPG,76,92,249,121,283,29,34,986
0009_top_20250705_t1.JPG,77,117,189,152,227,35,38,1330
0009_top_20250705_t1.JPG,78,194,510,226,548,32,38,1216
0009_top_20250705_t1.JPG,79,104,212,141,250,37,38,1406
0009_top_20250705_t1.JPG,80,223,129,256,151,33,22,726
0009_top_20250705_t1.JPG,81,208,176,236,209,28,33,924
0009_top_20250705_t1.JPG,82,339,220,384,254,45,34,1530
0009_top_20250705_t1.JPG,83,96,630,135,639,39,9,351
0009_top_20250705_t1.JPG,84,0,475,9,512,9,37,333
