image,pair_id,x1,y1,x2,y2,width,height,area
0006_top_20250707_t1.JPG,1,0,361,109,547,109,186,20274
0006_top_20250707_t1.JPG,2,161,170,197,280,36,110,3960
0006_top_20250707_t1.JPG,3,97,171,130,275,33,104,3432
0006_top_20250707_t1.JPG,4,255,156,289,268,34,112,3808
0006_top_20250707_t1.JPG,5,219,157,253,267,34,110,3740
0006_top_20250707_t1.JPG,6,293,164,328,271,35,107,3745
0006_top_20250707_t1.JPG,7,129,174,162,276,33,102,3366
0006_top_20250707_t1.JPG,8,0,158,32,277,32,119,3808
0006_top_20250707_t1.JPG,9,60,162,92,276,32,114,3648
0006_top_20250707_t1.JPG,10,30,159,64,276,34,117,3978
0006_top_20250707_t1.JPG,11,37,158,71,276,34,118,4012
